,Address,Area,City,HomeType,isNew,Latitude,Longitude,PostalCode,Price,ID,PaymentOnAccount,DistanceToShopping,DistanceToTransportation,DistanceToSchool,DistanceToForest,DistanceToWater,Balcony,Floors,Rooms,Toilets,Connection,LivingArea,YearOfConstruction,EstateValue,EnergyRating,Level,GroundArea,LandValue,Sewers,Basement,PriceDevelopment,Accessories,Heating,Windows,YearOfValuation,Exterior,NetOwnerFee,GrossOwnerFee
41378,"Kongefolden 2, 5. TH., Skanderborg Bakker",97.0,Skanderborg,Ejerlejlighed,False,56.048511799948905,9.9263968835086,8660,3.295.000 ,607-01741,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41379,Tåningvej 60,199.0,Skanderborg,Villa,False,55.961256224241296,9.8567254089321,8660,2.495.000 ,6070000056,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41380,"Haraldsvej 26, Gram",152.0,Skanderborg,Villa,False,56.0554270252049,9.985360958132802,8660,2.898.000 ,607-01805,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41381,"Gammel Skolevej 31, Vrold",168.0,Skanderborg,Villa,False,56.0267530018139,9.887694736944301,8660,3.498.000 ,607-01762,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41382,"Åkandevej 18, Stilling",99.0,Skanderborg,Villa,False,56.0645087273322,9.987393261917699,8660,1.895.000 ,6070000027,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41383,Gammel Horsensvej 238,146.0,Skanderborg,Landejendom,False,56.020715926803895,10.0420762941599,8660,2.698.000 ,6070000031,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41384,Blishønedalen 3,177.0,Skanderborg,Villa,False,56.0473447593567,9.9823426667996,8660,4.598.000 ,607-01835,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41385,Vroldgade 2,166.0,Skanderborg,Villa,False,56.02864629742479,9.888518364775699,8660,1.998.000 ,607-01572,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41386,"Horsensvej 80, Tebstrup",66.0,Skanderborg,Villa,False,55.9749604742426,9.8794583701898,8660,1.015.000 ,6070000002,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41387,"Jernbanevej 6C, 2. th.",158.0,Skanderborg,Ejerlejlighed,False,56.043131263465796,9.9264737465101,8660,3.995.000 ,6070000009,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41388,Låsbyvej 70,110.0,Skanderborg,Villa,False,56.1101082117327,9.8830394979924,8660,998.000 ,607-01838,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41389,Adelgade 64E,130.0,Skanderborg,Villalejlighed,False,56.0329026226377,9.932343769273801,8660,2.895.000 ,607-01758,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41390,"Horsensvej 116, Tebstrup",200.0,Skanderborg,Villa,False,55.9719881576367,9.877762517540699,8660,3.100.000 ,607-01794,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41391,"Gl Randersvej 24, Stilling",199.0,Skanderborg,Villa,False,56.0686487970004,9.9650818371964,8660,2.845.000 ,607-01810,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41392,Horsensvej 119,139.0,Skanderborg,Villa,False,55.972303507263696,9.878574981828,8660,1.695.000 ,607-01802,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41393,"Århusvej 10B, Stilling",282.0,Skanderborg,Villa,False,56.0602470583126,9.9860676565941,8660,3.495.000 ,607-01766,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41394,Alkenvej 76,157.0,Skanderborg,Villa,False,56.0488597432934,9.847440830641402,8660,4.998.000 ,607-01409,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41395,"Vesterløkken 10, Vrold",134.0,Skanderborg,Villa,False,56.038109374844,9.894111883917901,8660,2.195.000 ,607-01771,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41396,"Siimtoften 22, Hårby",145.0,Skanderborg,Villa,False,56.0866263659373,9.904023975304801,8660,2.498.000 ,607-01732,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41397,Mesingvej 7,139.0,Skanderborg,Landejendom,False,56.070717756060105,9.9153209457863,8660,3.998.000 ,607-01678,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41398,"Hårby Bygade 39, Hårby",150.0,Skanderborg,Villa,False,56.086659327519506,9.904553471458401,8660,2.299.000 ,607-01688,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41399,Båstrupvej 15,207593.0,Skanderborg,Helårsgrund,False,55.998895411480895,9.948582596781401,8660,4.495.000 ,607-01623,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41400,Foerlev Møllevej 35,155.0,Skanderborg,Villa,False,56.0709320775743,9.938579825401199,8660,1.995.000 ,607-01557,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41401,Hylkevej 102,134.0,Skanderborg,Villa,False,55.9898842181041,9.9431818244547,8660,1.298.000 ,607-00440,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41402,Kirstinelundsvej 2A,85.0,Skanderborg,Andelsbolig,False,55.96982513358189,9.873990322015699,8660,285.000 ,607-00471,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41559,Århusvej 4,529.0,Låsby,Helårsgrund,False,56.1485802167674,9.8108811069422,8670,495.000 ,615-01357,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41572,"Rimmersvej 16, Gl. Rye",260.0,Ry,Villa,True,56.066906281033,9.6958611191705,8680,2.898.000 ,6050000065,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41573,Kildebjerg Søvej 12,127.0,Ry,Rækkehus,True,56.091999999127104,9.7955901218937,8680,3.298.000 ,6050000124,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41574,"Skanderborgvej 64, 1.",175.0,Ry,Villa,True,56.090769354730206,9.7654027686864,8680,2.850.000 ,6050000085,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41575,Bakkelyparken 33,179.0,Ry,Villa,True,56.085371418621705,9.768908404771901,8680,3.198.000 ,6050000133,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41576,Kildebjerg Bakkevej 41,140.0,Ry,Rækkehus,False,56.092660230793705,9.7972195493897,8680,3.198.000 ,6050000080,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41577,Sanatorievej 14A,259.0,Ry,Villa,False,56.082289348017596,9.7640294874068,8680,7.495.000 ,6050000086,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41578,Himmelbjergvej 12,154.0,Ry,Villa,False,56.092748125194596,9.6878829842651,8680,2.995.000 ,6050000067,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41579,"Rye Mølle Søvej 27, (Boligtype B1)",128.0,Ry,Rækkehus,False,56.0919229612317,9.7514006882858,8680,3.495.000 ,6050000102,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41580,"Rye Mølle Søvej 1, (Bolgtype A3)",150.0,Ry,Rækkehus,False,56.0916398219244,9.7512117883966,8680,4.195.000 ,6050000089,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41581,"Rye Mølle Søvej 37, (Boligtype A1)",127.0,Ry,Rækkehus,False,56.092013956584395,9.7515374701988,8680,4.595.000 ,6050000107,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41582,Enghavevej 19,269.0,Ry,Villa,False,56.0919187715704,9.755973583604,8680,10.900.000 ,6050000071,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41583,Kildebjerg Søvej 10,132.0,Ry,Rækkehus,False,56.0919859446572,9.795833011957999,8680,3.295.000 ,6050000064,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41584,Knudsvej 40A,111.0,Ry,Ejerlejlighed,False,56.0949324211565,9.7602544245432,8680,2.395.000 ,6050000006,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41585,Kildebakken 32,192.0,Ry,Villa,False,56.0941261022075,9.7664024179815,8680,6.398.000 ,6050000025,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41586,Siimvej 12,168.0,Ry,Villa,False,56.089258356325,9.766918721764,8680,2.995.000 ,6050000047,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41587,Lærkevej 9A,173.0,Ry,Rækkehus,False,56.096740451559,9.7589026486271,8680,5.995.000 ,605-00893,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41588,Oudalsvej 4,350.0,Ry,Villa,False,56.1282370863116,9.7519690861319,8680,3.495.000 ,6050000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41589,Sandemandsvænget 2,954.0,Ry,Helårsgrund,False,56.0884341955447,9.802858271129802,8680,1.095.000 ,605P00087,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41590,Ravnsøvej 19,106.0,Ry,Fritidshus,False,56.10677396052029,9.8172525665922,8680,2.995.000 ,605-01046,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41591,Lille Vangs Vej 9,148.0,Ry,Rækkehus,False,56.069141716983395,9.696635633676198,8680,2.095.000 ,605-00934,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41592,Lyngvej 20A,250.0,Ry,Villa,False,56.1040867898612,9.7487095529287,8680,3.999.999 ,605-00849,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41671,"Fredrik Bajers Gade 18, st.. th.",85.0,Horsens,Andelsbolig,True,55.8580043667476,9.8371069179552,8700,599.000 ,7210000178,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41672,Hørvej 29,150.0,Horsens,Villa,True,55.8401773870906,9.8413325629464,8700,1.795.000 ,7210000153,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41673,Dalagervej 3,128.0,Horsens,Villa,True,55.832306424608404,9.828620311570901,8700,2.195.000 ,7170000143,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41674,Langelandsgade 12,98.0,Horsens,Villa,True,55.8538959584945,9.8396340715792,8700,1.745.000 ,7210000170,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41675,Dalagervej 33,179.0,Horsens,Villa,True,55.8312144445083,9.827961526683401,8700,3.095.000 ,7210000125,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41676,"Vibevej 12, Bækkelund",100.0,Horsens,Villa,True,55.850220372171,9.8432042973839,8700,1.645.000 ,7210000163,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41677,"Allegade 50, 1. 3.",99.0,Horsens,Ejerlejlighed,True,55.8678118517548,9.8451164392848,8700,1.299.000 ,7210000174,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41678,Oensvej 94,277.0,Horsens,Villa,True,55.822458334428,9.783621055903,8700,2.495.000 ,7210000172,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41679,Beringsvej 101,120.0,Horsens,Villa,True,55.841813855073205,9.825341682784199,8700,1.745.000 ,7210000162,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41680,Næssevænget 7,141.0,Horsens,Villa,True,55.866130468975804,9.8919181114467,8700,2.995.000 ,7170000069,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41681,"Stationsvej 67, Hatting",156.0,Horsens,Villa,True,55.8673065022352,9.7697495601077,8700,1.495.000 ,7170000091,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41682,"Kirkevænget 31, Hatting",127.0,Horsens,Villa,True,55.8522749536193,9.7641068575178,8700,1.895.000 ,7170000149,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41683,Borgmesterbakken 13E,111.0,Horsens,Ejerlejlighed,True,55.8653700496176,9.8532036317749,8700,2.195.000 ,7170000136,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41684,Næsset 29,211.0,Horsens,Villa,True,55.863194157143404,9.8909028400998,8700,9.995.000 ,7210000071,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41685,Højlund 1B,80.0,Horsens,Andelsbolig,True,55.8922235940081,9.770715258054802,8700,490.000 ,7210000154,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41686,"Ribersgade 8, 2. TV.",76.0,Horsens,Ejerlejlighed,True,55.85989113141579,9.846750183126698,8700,1.275.000 ,717N00546,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41687,Søndrevej 46D,166.0,Horsens,Villa,True,55.8276698868491,9.8613390566303,8700,2.299.000 ,7210000167,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41688,Enebærvej 7,215.0,Horsens,Villa,False,55.872956002360795,9.880279993069802,8700,2.299.000 ,7170000132,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41689,"Godsbanegade 7, 1. tv.",86.0,Horsens,Ejerlejlighed,False,55.86500400574389,9.841570634340698,8700,1.795.000 ,7210000135,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41690,Husoddebakken 58,224.0,Horsens,Villa,False,55.8715024642296,9.914150749097699,8700,3.195.000 ,7210000148,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41691,"Dalagervej 26, Tyrsted",185.0,Horsens,Villa,False,55.8336027337722,9.829785293316599,8700,2.195.000 ,7170000112,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41692,"Darlingsvej 11A, st.. th.",80.0,Horsens,Andelsbolig,False,55.847713808955,9.839255307172401,8700,995.000 ,7210000109,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41693,"Skolesvinget 104, Torsted",193.0,Horsens,Villa,False,55.8376075453394,9.810269040897401,8700,2.245.000 ,7170000063,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41694,Fjordparken 402,161.0,Horsens,Villa,False,55.8448510970064,9.8583024971034,8700,2.295.000 ,7210000118,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41695,Hvidtjørnen 82,167.0,Horsens,Villa,False,55.8418707223516,9.8010466174858,8700,3.495.000 ,7170000093,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41696,Højvangsalle 71A,105.0,Horsens,Andelsbolig,False,55.8304911677786,9.8572749937506,8700,775.000 ,7210000127,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41697,Rugvænget 37,174.0,Horsens,Villa,False,55.837968686241105,9.8249253846438,8700,2.195.000 ,7210000058,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41698,Carl Günthers Vej 29,57.0,Horsens,Villa,False,55.8791094292502,9.8340179997425,8700,995.000 ,7170000092,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41699,"Tordenskjoldsgade 14, 2.",200.0,Horsens,Ejerlejlighed,False,55.8683173092505,9.839189790645,8700,2.495.000 ,7170000079,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41700,Solsikkevej 53,96.0,Horsens,Villa,False,55.837427119980205,9.834361449168401,8700,1.245.000 ,7210000099,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41701,"Humleballe 53A, Søvind",83.0,Horsens,Villa,False,55.8968078576435,9.9993768342663,8700,875.000 ,7170000116,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41702,"Nørremarksvej 9, Uth",335.0,Horsens,Villa,False,55.8196816109656,9.9334785235624,8700,3.498.000 ,717N00551,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41703,Nylandsalle 5,113.0,Horsens,Villa,False,55.865657923872206,9.873878557060198,8700,2.845.000 ,7170000046,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41704,"Præstemarksvej 4, Hatting",89.0,Horsens,Villa,False,55.8543542093695,9.7664299234678,8700,995.000 ,7170000099,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41705,Borgmesterbakken 2B,110.0,Horsens,Villa,False,55.8646938041567,9.8501382984506,8700,1.999.000 ,7170000102,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41706,Bøghsgade 60,124.0,Horsens,Villa,False,55.868070796096895,9.8677581455966,8700,2.795.000 ,7210000094,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41707,Lindevej 17,115.0,Horsens,Villa,False,55.8468293555369,9.8514341214743,8700,1.695.000 ,7170000075,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41708,"Stationsvej 3, Hatting",114.0,Horsens,Villa,False,55.855005477451805,9.7629008359781,8700,1.095.000 ,7170000065,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41709,"Toftumvej 27, Søvind",187.0,Horsens,Villa,False,55.894707185730105,9.9895882565865,8700,1.695.000 ,7210000062,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41710,"Violvej 75, Tyrsted",117.0,Horsens,Villa,False,55.8282287932259,9.842221948007,8700,1.799.000 ,7170000072,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41711,"Symfonialle 76, Torsted",170.0,Horsens,Villa,False,55.8478659457735,9.8213955110563,8700,1.895.000 ,7210000053,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41712,"Siriusvej 26, Torsted",106.0,Horsens,Villa,False,55.8401190376134,9.7981922978997,8700,1.895.000 ,7210000016,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41713,Byvangen 12,95.0,Horsens,Andelsbolig,False,55.8716657882357,9.9084262499567,8700,599.000 ,7210000063,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41714,Opalvej 14,152.0,Horsens,Villa,False,55.8332597488977,9.8537285628349,8700,1.795.000 ,7210000073,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41715,"Krogsbækalle 2, Stensballe",150.0,Horsens,Villa,False,55.87247180158629,9.8995785388002,8700,3.795.000 ,7170000060,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41716,Vedbæksalle 118,141.0,Horsens,Villa,False,55.838213799819,9.8156541965195,8700,1.645.000 ,7210000047,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41717,Bavnehøjvej 28,204.0,Horsens,Villa,False,55.903202488880304,9.843989966563301,8700,3.795.000 ,7170000013,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41718,"Agerbakken 74, Stensballe",190.0,Horsens,Villa,False,55.8734690140986,9.9110274640241,8700,2.695.000 ,7170000045,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41719,"Søndre Molgervej 55, Vrønding",152.0,Horsens,Villa,False,55.8767766710542,9.7040648904166,8700,1.395.000 ,7170000027,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41720,Blæsbjergvej 1,116.0,Horsens,Villa,False,55.868380318474905,9.8619817696001,8700,2.095.000 ,7170000041,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41721,Overholm 12B,94.0,Horsens,Andelsbolig,False,55.852008663449205,9.7588436524443,8700,295.000 ,7210000040,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41722,Kyradservej 43,91.0,Horsens,Villa,False,55.8763768529154,9.828749582641901,8700,1.395.000 ,717N00563,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41723,"Amelies Vej 18, Lund",108.0,Horsens,Andelsbolig,False,55.8952466992807,9.7641460261489,8700,95.000 ,7210000041,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41724,"Gl Egebjergvej 26A, Egebjerg",161.0,Horsens,Villa,False,55.9078757055222,9.8382701659985,8700,2.595.000 ,721M00315,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41725,Bakkestjernen 3,154.0,Horsens,Villa,False,55.82694184271521,9.856943432666199,8700,3.095.000 ,7210000019,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41726,Østergade 17,146.0,Horsens,Villa,False,55.8683194045833,9.8482180443836,8700,1.595.000 ,717B00793,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41727,Sundgårdsvej 29,113.0,Horsens,Villa,False,55.8735551657139,9.901730856438698,8700,3.495.000 ,721M00342,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41728,"Mågevej 32, Fuglevang",107.0,Horsens,Villa,False,55.8588771214321,9.825373628216301,8700,1.445.000 ,7170000014,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41729,"Storegade 16, Hatting",115.0,Horsens,Villa,False,55.85361253675939,9.7590816124704,8700,995.000 ,717B00773,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41730,Dalagervej 115,153.0,Horsens,Villa,False,55.8312059766385,9.8229694068734,8700,1.995.000 ,721B00683,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41731,Byvangen 78,160.0,Horsens,Villa,False,55.87044512250521,9.9047998991401,8700,2.895.000 ,7170000008,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41732,"Bollervej 92, Uth",196.0,Horsens,Villa,False,55.8343572576577,9.8925595224464,8700,995.000 ,721M00330,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41733,"Bollervej 64, Uth",224.0,Horsens,Villa,False,55.8379605499477,9.875831891267,8700,1.995.000 ,721M00248,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41734,Humleballe 14,153.0,Horsens,Villa,False,55.897481398740794,9.996474238208,8700,2.245.000 ,602B01616,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41735,"Grusdalsvej 2, Egebjerg",144.0,Horsens,Villa,False,55.9034392542681,9.8366684184163,8700,1.195.000 ,717N00532,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41736,Frederiksberggade 32,87.0,Horsens,Villa,False,55.8700351849575,9.8349041464437,8700,1.395.000 ,717B00791,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41737,"Sundvej 6A, st..",63.0,Horsens,Ejerlejlighed,False,55.862697358687704,9.8619787921732,8700,995.000 ,717B00778,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41738,Drosselvej 30,80.0,Horsens,Villa,False,55.86002250130589,9.8262175229395,8700,1.575.000 ,721M00247,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41739,Næsset 28,176.0,Horsens,Villa,False,55.8641196067846,9.8912464703982,8700,5.795.000 ,717B00769,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41740,Sjællandsgade 15,92.0,Horsens,Villa,False,55.8563638442146,9.84113210063,8700,1.895.000 ,717N00547,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41741,Carl Johans Gade 8,216.0,Horsens,Villa,False,55.8645511932225,9.8668235363325,8700,5.995.000 ,717N00533,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41742,Dalagervej 109,128.0,Horsens,Villa,False,55.83111492088489,9.8240347424436,8700,1.695.000 ,717N00537,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41743,"Nordre Molgervej 15, Tamdrup",155.0,Horsens,Villa,False,55.8939668423564,9.6995081200401,8700,895.000 ,721C00024,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41744,"Ternebakkevej 1, Tyrsted",112.0,Horsens,Villa,False,55.840344498470294,9.835943356277,8700,1.599.000 ,721M00322,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41745,"Egebjergvej 164, Egebjerg",273.0,Horsens,Villa,False,55.9024330720193,9.836852445684901,8700,4.195.000 ,717B00765,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41746,Carl Günthers Vej 16,99.0,Horsens,Villa,False,55.87827627360661,9.834206975649,8700,995.000 ,717B00763,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41747,"Fussingsvej 47, Vestlige Bydel",141.0,Horsens,Rækkehus,False,55.87196355243729,9.8394108211681,8700,1.495.000 ,721B00702,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41748,"Skovtoften 11, Stensballe",199.0,Horsens,Villa,False,55.865614336004704,9.911688745324499,8700,2.845.000 ,721M00294,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41749,"Skovmærket 2, Egebjerg",1092.0,Horsens,Helårsgrund,False,55.9100714959009,9.8427046695589,8700,615.000 ,721C00021,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41750,"Gasvej 4, 3.",156.0,Horsens,Ejerlejlighed,False,55.86196211132629,9.8601238000522,8700,1.995.000 ,717N00519,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41751,Boligselskabet 43,71.0,Horsens,Andelsbolig,False,55.8552212433058,9.845930714662801,8700,1.200.000 ,721M00296,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41752,"Gl Stensballe Strandvej 10, Stensballe",172.0,Horsens,Villa,False,55.8695333400991,9.896809050142302,8700,3.595.000 ,717B00732,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41753,"Rådvedvej 157, Lundum",141.0,Horsens,Villa,False,55.9233453588814,9.7833794854974,8700,1.595.000 ,717N00483,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41754,Nørrestrandsgade 63,102.0,Horsens,Villa,False,55.8744470891414,9.8465305450551,8700,1.095.000 ,721M00269,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41755,"Nederbyen 11A, Serridslev",108.0,Horsens,Landejendom,False,55.9001220741379,9.8954201488775,8700,4.995.000 ,717N00431,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41756,Martsviolen 6,896.0,Horsens,Helårsgrund,False,55.909708053256296,9.8397024174,8700,775.000 ,721C00016,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41757,Skovmærket 14,946.0,Horsens,Helårsgrund,False,55.9102098268518,9.8448622110906,8700,825.000 ,721C00015,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41758,Borgmestervej 48A,901.0,Horsens,Helårsgrund,False,,,8700,500.000 ,717B00655,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41759,Fælledvej 70,124.0,Horsens,Villa,False,55.8726475812047,9.8374372526394,8700,1.395.000 ,721S00377,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41760,Nylandsalle 11,104.0,Horsens,Villa,False,55.8660205050056,9.873711883669,8700,1.750.000 ,721M00089,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41761,Sejet Bygade 5A,764.0,Horsens,Helårsgrund,False,55.81906539102221,9.9226745145592,8700,95.000 ,721M00209,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41762,"Sejet Bygade 5A, Sejet",129.0,Horsens,Villa,False,55.81906539102221,9.9226745145592,8700,1.675.000 ,721M00236,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41763,Fjordsgade 38,133.0,Horsens,Villa,False,55.8607627076703,9.867220090379,8700,2.195.000 ,717B00453,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41764,"Nordre Torstedvej 24, Torsted",84.0,Horsens,Rækkehus,False,55.8436174940969,9.814991831898,8700,795.000 ,717M00681,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41870,Strandvejen 2,383.0,Daugård,Villa,False,55.71685034337499,9.6967720980975,8721,5.995.000 ,636A00124,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41871,Tranevej 27,156.0,Daugård,Villa,False,55.737276252835905,9.701406467426901,8721,1.625.000 ,6360000042,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41872,Nordbygårdvej 50,145.0,Daugård,Villa,False,55.735303085233,9.7104659208523,8721,2.295.000 ,636A00207,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41873,Gl Vejlevej 38,169.0,Daugård,Villa,False,55.7334727744412,9.7088387500548,8721,998.000 ,645M00006,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41889,Rådyrvej 32,190.0,Hedensted,Villa,True,55.7578968643285,9.7120473414291,8722,2.985.000 ,6360000022,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41890,Jørgensens Alle 22,175.0,Hedensted,Villa,True,55.7720882289345,9.6939701042684,8722,1.785.000 ,636A00186,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41891,Gåskjærholm 9,205.0,Hedensted,Villa,False,55.763645777951794,9.7264733151889,8722,3.495.000 ,636A00122,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41892,Mårvej 6,261.0,Hedensted,Villa,False,55.7550472835619,9.712123375169199,8722,4.195.000 ,6110000318,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41893,Skovparken 27,198.0,Hedensted,Villa,False,55.7696816039752,9.6864865507577,8722,2.595.000 ,636A00040,,,,,,,,,,,,,,,,,,,,,,,,,,,,
